id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|luxus_minoseg_pont|kert_kulso_pont|parkolas_garage_pont|terulet_meret_pont|komfort_extra_pont|allapot_felujitas_pont|lokacio_kornyezet_pont|futes_energia_pont|negativ_tenyezok_pont|van_luxus_kifejezés|van_kert_terulet|van_garage_parkolas|van_komfort_extra|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont
24|Budaörs, Esztergályos utca||385 M Ft||397 m2|969 773 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||udvari beálló - benne van az árban|maganszemely|22|"Budaörs és Budapest XI. kerület Madárhegy/Sasad Resort határán eladó egy 2 (esetleg 3) lakásos családi ház, 1178 nm-es telken.

A ház az 1990-es évek végén épült, 2 szintes, folyamatosan karbantartott, jó állapotú. A földszinti lakás 120 nm-es, 3 szoba, étkező, hall, nagy konyha és nagy kamra, fürdő, WC, előtér/télikert. Az emeleti lakásba belépve balra, illetve jobbra fordulva gyakorlatilag két külön lakást találhatunk (így 2 külön lakássá is könnyen átalakítható), bejáratuk azonban (egyelőre) közös, és jelenleg is egy lakásként használjuk a két oldalt, így összesen 6 szoba + étkező-nappali, 2 fürdő, 2 konyha, 2 WC, kamra a helyiségek listája, plusz két terasz. Az épülethez tartozik még 2 garázs és egy tároló, a csatolt alaprajz szerint. Az udvaron akár 5-6 autó parkolása is megoldott. A ..."|https://ingatlan.com/34882120|397 m2||||||||||||||||||||0.0|10.0|4.0|20.0|0.0|0.0|1.5|0.0|0.0|0|1|1|0|0|35.5|0.0|35.5
25|Budaörs, Víg utca||118 M Ft||74 m2|1 594 594 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán, hűtő-fűtő klíma||udvari beálló - benne van az árban|maganszemely|14|"Eladó egy 2 lakásos családi ház az Odvas hegy aljában.
Ez a leírás az első emeleti lakásra vonatkozik, a másik lakás külön megegyezés tárgyát képezi.
Eladásra kínálok egy 74 m2 -es lakást Budaörs egyik legdinamikusabban fejlődő utcájában, a Kálvária dombtól nem messze az Odvas hegy lábánál.
Az ingatlan fekvéséből fakadóan nagyon közel van Budaörs belvárosához, de mégis közel a természetvédelmi erdőkhöz, egy rendkívűl hangulatos utcában. Így az összes közintézmény (iskolák, óvodák, egészségügyi központ, bevásárlási lehetőségek) könnyen, akár gépjármű nélkül is elérhetőek, a buszmegálló 5 perc séta, ahol minden buszjárat megáll. (40, 240, 88, 278, 140, stb).

A lakás egyedülálló panorámval rendelkezik. A hangulata páratlan.
2008-ban épült, folyamatosan karbantartott és felújított, egyedileg ..."|https://ingatlan.com/34875133|278 m2||||||||||||||||||||3.0|2.5|0.0|4.0|0.0|4.0|9.0|0.0|0.0|1|1|0|0|0|22.5|0.0|22.5
26|Budaörs, József Attila utca||215 M Ft||120 m2|1 791 666 Ft / m2||||jó állapotú|gázkazán||önálló garázs - benne van az árban|maganszemely|19|"Budaörs József Attila utca.

Budaörsön a történelmi belváros szívében tulajdonostól eladó önálló családi ház.

A ház két szintes, dupla komfortos, jelenleg egy konyhával rendelkezik, de korábban kettő volt, ami bármikor visszaállítható, így kétgenerációs házzá alakítható.

4 hálószobával egy erkéllyel, két nagyméretű fürdőszobával, padlástérrel rendelkezik, valamint az udvaron egy 30m2 méteres kisház, garázs is található.

Kiváló lokáció, tömegközlekedési lehetőség, pár perc alatt elérhető minden nagyobb üzletközpont, uszoda, templom, színház, óvoda és iskola is helyben, de Budapest is csak max 15 percre van.

Ingatlanosok megkeresését, köszönettel nem kérjük.
Irányár: 215 millió Ft"|https://ingatlan.com/34865264|207 m2||||||||||||||||||||0.0|2.5|2.0|8.0|0.0|0.0|6.0|0.0|0.0|0|1|1|0|0|18.5|0.0|18.5
27|Budaörs, Rezeda utca||150 M Ft||240 m2|625 000 Ft / m2||||||||maganszemely|14|"Örökpanorámás ingatlan Budaörsön, a Törökugratónál eladó.

A panorámás, háromszintes, kb. 240 m2-es családi ház 748 m2-es telken áll. A ház bontandó vagy teljes körű felújításra és dréncsövezésre szorul. 4 szoba, plusz két étkezőkonyhás nappali, 4 fürdőszoba és garázs található benne. A kertben gyümölcsfák, gyönyörű zöld környezet, elvehetetlen panoráma, a Törökugrató lábánál, a Rezeda utcában.

Ha Önnek fontos a gyönyörű panoráma és a rendezett környék, akkor tekintse meg az ingatlant.

Ára: 150 millió Ft.

Érdeklődni a megadott telefonszámon lehet."|https://ingatlan.com/34865197|240 m2||||||||||||||||||||0.0|10.0|2.0|10.0|0.0|2.0|1.5|0.0|0.0|0|1|1|0|0|25.5|0.0|25.5
28|Budaörs, Cserebogár utca||399,90 M Ft||220 m2|1 817 727 Ft / m2||2019||újszerű|hőszivattyú||önálló garázs|maganszemely|14|"A természetes anyagok erőteljes jelenléte, a jól eltalált arányok valamint belsőépítész közreműködése egyaránt jellemzik ezt az Octogon Deco magazinban 2021-ben bemutatott, csendes, erdőhöz közeli, Budaörsön 2019-ben épült panorámás, dél-keleti fekvésű családi házat.

A ház külső, sötét-világos homlokzata és modern tömbje is előrevetíti a belső terekben fontos szerepet játszó finom ellenpontozások játékát. Klasszikus mintát követ az épület alaprajza: a földszintre kerültek a közösségi terek, míg az emeleten kaptak helyet az intim helyiségek. Köszönhetően a nagyméretű nyílászáróknak, az enteriőrökben jól érvényesül a természetes fény, és így a ház körüli növényzet látványa is része lehet a nappali terének, ahol olyan természetes anyagok jelennek meg, mint a fa parketta és a tölgyfurnér felü..."|https://ingatlan.com/34854782|220 m2||||||||||||||||||||0.0|10.0|0.0|6.0|0.0|0.0|6.0|0.0|0.0|0|1|0|0|0|22.0|0.0|22.0
29|Budaörs, Vak Bottyán utca||350 M Ft||270 m2|1 296 296 Ft / m2||||felújított|gázkazán, hűtő-fűtő klíma||udvari beálló - benne van az árban|maganszemely|18|"Eladó szeretett otthonunk az ország egyik legjobb fekvésű városában, zöldövezetben, mégis karnyújtásnyira a fővárostól. A lokáció nehezen verhető, hiszen a forgalmas időszakokat leszámítva autóval 15 perc a belváros, 5 perc Kelenföld, de az M1-M7-M0 is néhány percre van. Biciklivel Kelenföld szintén 15 perc, de a buszmegálló sem több 3 perc sétánál, ahonnan további 8-10 perc alatt beér a busz Kelenföldre. Iskola, óvoda gyalogtávon belül.

A ház egy használati megosztási szerződéssel (tiszta jogi viszonyok) rendelkező ikerházfél, azonban a gyakorlatban teljesen önálló házként funkcionál, egyetlen közös fallal. A víz, a gáz, a villany és a csatorna teljesen különálló rendszereken fut a két házrészben, illetve a két kert is teljesen lehatárolt, önálló.

2021 óta folyamatosan fejlesztés alatt ..."|https://ingatlan.com/34844000|270 m2||||||||||||||||||||0.0|5.0|2.0|0.0|0.0|2.0|3.0|1.2|-1.5|0|1|1|0|1|13.2|1.5|11.7
30|Budaörs, Margaréta utca||295 M Ft||209 m2|1 411 483 Ft / m2||2017||újszerű|gázkazán||önálló garázs - benne van az árban|maganszemely|22|"Tisztelt Ingatlanosok, kérem ne is próbálkozzanak, nem szeretnénk egyetlen ingatlanossal sem együtt dolgozni. Köszönjük a megértésüket!

Budaörsön, a Törökugrató természetvédelmi terület határán, az egyik legszebb, csendes családi házas övezetben eladó egy 2 szintes nappali + étkező + 4 szobás, terasz és kertkapcsolatos önálló családi ház. A ház 2017-ben épült, 2024-25-ben teljes körű felújításon esett át. A képeken látható újszerű állapotban kerül meghirdetésre.

A házhoz tartozik egy 20m2-es garázs is, amely az épület része, a házból egyből a garázsba is ki tudunk menni.

A földszinten található napfényes konyha, étkező, nappali, amely egy teret alkot egymással és közvetlen kapcsolata van a kertre néző 24 m2-es terasszal. A földszinten megtalálható egy előszoba, amely beépített szekrénye..."|https://ingatlan.com/34840679|209 m2||||||||||||||||||||0.0|10.0|4.0|10.0|0.0|4.0|4.5|0.0|0.0|0|1|1|0|0|32.5|0.0|32.5
31|Budaörs, Deák Ferenc utca||129 M Ft||72 m2|1 791 666 Ft / m2||||felújított|hűtő-fűtő klíma, kandalló||udvari beálló - benne van az árban|maganszemely|19|"Csendes utcában eladó egy utcafronti lakóház hozzá tartozik saját kertrész, udvari beálló és tároló. Napfényes szobák, nagyméretű konyha, 2 fürdőszoba wc-vel.

A földszinten előszoba, nappali, konyha, kamra és hálószoba található.

A tetőtérben is van egy fürdőszoba wc-vel. Az egyterű tágas helyiségben iroda, vendégszoba vagy gyerekszoba alakítható ki.

A hirdetésben szereplő 72 m2 a hasznos alapterület (1,9 m feletti), a tetőtérrel együtt 100 m2 az összes alapterület.

Van egy kicsi 50 m2-es kert, ami lehetőséget ad két kocsival a beállásra, vagy kertipartyk tartására. Valóban nem nagy a kert, de itt is sok időt lehet eltölteni. 2 esővízgyüjtő és komposztáló is szolgálja a környezet -tudatosságot. Az udvarban található még, fatároló, 2 db magaságyás és egy kerti tároló.

A ház építészmérn..."|https://ingatlan.com/34833364|150 m2||||||||||||||||||||0.0|17.5|2.0|52.0|0.0|0.0|1.5|0.0|0.0|0|1|1|0|0|73.0|0.0|73.0
32|Budaörs, Veréb utca 11.||359 M Ft||330 m2|1 087 878 Ft / m2||||||||maganszemely|20|"Budaörs Kamaraerdő legszebb részén eladó egy luxus kivitelű önálló családi ház. A házat a tulajdonosa árulja. A telek 812 m2 a ház 300 m2 a kétállásos garázs pedig 30 m2.
Az ingatlan egy hegytetőn helyezkedik el csodálatos örök panorámát ( Budaörs, Gazdagrét, Citadella, jó időben Gödöllőig ellátva) kínálva a benne lakóknak.
Nappali + 5 hálószoba, hatalmas gardrób szoba ( beépített széffel) 3 fürdőszoba, külön zuhanyzó, wc és mosókonyha is tartozik hozzá.
Önálló wellness részleg, jakuzzi, két funkciós ( sima és infra) szauna, télikert kandallóval, üvegpadlóval.
Az ingatlan 2007-ben épült. Az ingatlan teljesen korszerű az évek alatt folyamatos felújításokon esett át.
Ki lett cserélve az utcafront osztrák alumínium kerítésre, a kertben extra minőségű műfű lett lerakva a Holland Pázsit által ,..."|https://ingatlan.com/34826777|330 m2||||||||||||||||||||3.0|12.5|4.0|18.0|7.5|2.0|3.0|1.2|0.0|1|1|1|1|0|51.2|0.0|51.2
33|Budaörs, Kikelet utca||289 M Ft||227 m2|1 273 127 Ft / m2||1981 és 2000 között||felújított|gázkazán, padlófűtés||önálló garázs - benne van az árban|maganszemely|18|"INGATLANOSOK KÉREM, NE KERESSENEK!

Eladásra kínálok egy igényesen felújított, tágas, kétgenerációs családi házat Budaörs csendes, kertvárosi részén, közvetlenül Budapest XI. kerületének határán.

Az ingatlan ideális választás többgenerációs családok számára, vagy akár két külön háztartás kialakítására is, mivel két teljesen különálló bejárattal rendelkezik, külön riasztórendszerrel ellátva. A ház 2022-ben teljes körű felújításon esett át: új vízvezeték-hálózat csere, friss festés, hideg-meleg burkolatok cseréje, pár radiátor is cserélésre került, beltéri és bejárati ajtó csere történt, valamint 6 db hűtő-fűtő klímaberendezés került beépítésre. Az összes nyilászárón található redőny, a tetőtérben pedig velux nyílászárók és fényzáró rolók vannak.

1. lakás (földszint): összesen 82,7 m²

Nap..."|https://ingatlan.com/34818073|227 m2||||||||||||||||||||3.0|5.0|0.0|8.0|5.0|8.0|3.0|1.2|0.0|1|1|0|1|0|33.2|0.0|33.2
34|Budaörs, Árpád utca||178 M Ft||110 m2|1 618 181 Ft / m2|2 + 2 fél|2001 és 2010 között||jó állapotú|gázkazán, padlófűtés, hűtő-fűtő klíma||udvari beálló - benne van az árban|maganszemely|22|"Tisztelt Érdeklődő!

Budaörs központjához közel, átmenő forgalomtól mentes utcában, 2007-ben épült, kétszintes ház eladó. Alapterülete: nettó 98 m2 + 16,76 m2 terasz és 6 m2 tároló. Az ingatlan belső kertre néz, kelet-nyugati tájolású. A sok ablakfelületnek köszönhetően, a ház napfényes, világos. Egy gépkocsi számára kocsibeállási lehetőség a kerten belül. Kizárólagos használatú kertrész: 295 m2. (Jogilag rendezve).
Az épület 38-as téglából épült, 5 cm-es szigeteléssel.

- kondenzációs kazán
- padlófűtés (konyha, nappali, fürdőszobák)
- cserépkályha
- hűtő- fűtő klíma
- riasztó
- redőnyök
- 2 fürdőszoba + 1 kézmosó, WC

Földszinten:
Előszoba: 2,9 m2
WC és kézmosó: 3,1m2
Dolgozószoba: 7 m2
Nappali, étkező, lépcső alatti kamrával: 32,42 m2
Konyha: 7,81 m2

Emeleten:
Hálószoba: 21,73 m2
Fürdő..."|https://ingatlan.com/34812820|295 m2||||||||||||||||||||0.0|15.0|4.0|38.0|7.5|0.0|1.5|2.4|0.0|0|1|1|1|0|68.4|0.0|68.4
35|Budaörs, Ibolya utca||206,28 M Ft||160 m2|1 289 250 Ft / m2||2017||újszerű|padlófűtés, hűtő-fűtő klíma||udvari beálló|maganszemely|20|"TÖBBGENERÁCIÓS NYUGALOMSZIGET BEFEKTETÉSI LEHETŐSÉGGEL

Azonnal költözhető Budaörs-Törökugrató egyik legimpozánsabb utcájában található egyedi, két épületből álló, panorámás ingatlan, napfelkeltével és naplementével (K-NY fekvésű).

Önálló telken található, tehermentes.


Az ingatlan kiváló befektetés, hisz minimális átalakítással a főépület duplájára, ikerházként bővíthető.


A 2017-ben épült ingatlan teljeskörűen felszerelt, külső/kerti eszközök és a beltéri felszereltséget tekintve egyaránt.
Azonnal költözhető, az ingóságok mozgathatóak.

A parkosított kert elrendezésének köszönhetően a kisebbik ház különlakásként, irodai és egyéb tevékenységre is alkalmas.



TELEK:

A csendes, kertvárosi környezetben található ingatlan 1072 nm-es, panorámás, parkosított, automata öntözőrendszerrel és ..."|https://ingatlan.com/34809082|1072 m2||||||||||||||||||||3.0|20.0|0.0|2.0|0.0|4.0|1.5|0.0|0.0|1|1|0|0|0|30.5|0.0|30.5
36|Budaörs, Pipacs utca||165 M Ft||110 m2|1 500 000 Ft / m2||||jó állapotú|padlófűtés||udvari beálló|maganszemely|19|"Családbarát ikerház Budaörsön – világos terek, nagy kert, kiváló elhelyezkedés, remek elosztás

Eladó Budaörs egyik legnyugodtabb részén, a Törökugrató közelében egy 110 m²-es ikerház, amely otthonos kialakításával és praktikus elrendezésével tökéletes választás családoknak vagy azoknak, akik szeretik a tágas tereket és a természet közelségét.

Az alsó szinten napfényes amerikai konyhás nappali található, hatalmas ablakokkal, amelyek még borús napokon is világossá teszik a belső tereket, hiszen DNY-i tájolású. A konyha ablakából közvetlen kilátás nyílik a Törökugratóra, így a reggeli kávézást gyönyörű panoráma kíséri. A házhoz tartozik egy 30 m²-es terasz, amely a nappaliból és az étkezőből is megközelíthető.

Az emeleten három kényelmes méretű szoba és egy fürdőszoba található, a házban k..."|https://ingatlan.com/34790207|359 m2||||||||||||||||||||0.0|12.5|0.0|14.0|0.0|0.0|6.0|0.0|0.0|0|1|0|0|0|32.5|0.0|32.5
37|Budaörs, Kismartoni utca||260 M Ft||260 m2|1 000 000 Ft / m2||||||||maganszemely|14|"LEÍRÁS
Családi ok miatt megválunk szeretett otthonunktól. Tulajdonostól eladó Budaörs déli oldalán, Kamaraerdő főutcájában csendes, kertvárosias környezetben, a 60-as évek végén épült 250 m2 hasznos alapterületű „kádár-kocka”.
LOKÁCIÓ
A nyugodt családi házas övezet kiváló tömegközlekedési kapcsolatokkal rendelkezik. A díjmentes budaörsi helyi buszjárat megállója a szomszéd ház előtt helyezkedik el, emellett pár perc sétával BKK járatok is könnyen elérhetők. Innen „kék busszal” Budaörsre, Dél-Budára, Kelenföldre vagy Nagytéténybe is könnyen eljuthatunk. Budaörs városközpontja autóval és tömegközlekedéssel egyaránt gyorsan és egyszerűen megközelíthető. Autóval néhány perc alatt elérhető Budaörs páratlan infrastruktúrája is, beleértve az olyan nagyáruházakat és szolgáltatókat, mint az Auchan,..."|https://ingatlan.com/34788421|260 m2||||||||||||||||||||0.0|2.5|4.0|10.0|0.0|0.0|12.0|0.0|0.0|0|1|1|0|0|28.5|0.0|28.5
38|Budaörs, Beregszászi utca||260 M Ft||248 m2|1 048 387 Ft / m2||1981 és 2000 között||felújított|gázkazán, cserépkályha, hűtő-fűtő klíma||teremgarázs hely - benne van az árban|maganszemely|20|"Kivételes otthon Budaörs-Kamaraerdőn!

Budaörs egyik legszebb zöldövezeti részén, Kamaraerdőn eladó egy 1990-es években épült, 2022-2023-ban teljes körűen felújított, igényesen kivitelezett háromszintes családi ház, közel 1000 nm-es, ősfás, panorámás telken.

Ingatlan jellemzői:
•Hasznos alapterület: 146,7 nm +38 m2 terasz + 82,8 nm garázsszint + pakolható padlástér
•Telekméret: 875 nm, két utcafronttal, teraszos kialakítással

Szintek elrendezése:
Garázsszint épület alsó fél szuterén szintje (82,8 nm):
•3 állásos garázs (nagy belmagassággal és szerelőaknával)
•Fürdőszoba, öltöző, kamra, raktár(12,1 nm)

•Kertből külön megközelíthető 2x2,5 m-es szuterénhelyiség

Földszint:
•Előszoba
•Amerikai konyhás nappali étkezővel és közvetlen kertkapcsolattal 38 nm terasz
•Kamra (1,7m2) , és egy vendé..."|https://ingatlan.com/34785635|248 m2||||||||||||||||||||6.0|17.5|8.0|24.0|0.0|4.0|7.5|0.0|0.0|1|1|1|0|0|67.0|0.0|67.0
39|Budaörs, Verseny utca||295 M Ft||176 m2|1 676 136 Ft / m2||2018||jó állapotú|gázkazán||udvari beálló - benne van az árban|maganszemely|9|"Eladásra kínálok Budaörs Verseny utcában egy amerikai konyhás nappali, 4 hálószobás családi házat. A házhoz önálló kert, 2 autónak elegendő kocsibeálló is tartozik. A telken két önálló családi ház van.
A földszinten található az amerikai konyhás nappali, előszoba (innen nyílik egy wc), tároló és egy önálló fürdőszobával rendelkező szoba, ami akár vendégszobának, dolgozószobának alkalmas.
A napfényes nappaliból közvetlenül a teraszra léphetünk.
Az emeleten 3 hálószoba, egy fürdőszoba (zuhanykabinnal, fürdőkáddal, 2 mosdóval) egy wc és egy mosókonyha található.
Mindhárom szobából kiléphetünk az erkélyre.

Lakóterület: 150 m2

4 háló szoba (mindegyik 13-14 m2 )
2 fürdő + 2 külön WC
amerikai konyhás nappali (51 m2)
kamra, tároló
háztartási helyiség


Terasz: 34 m2, Erkély 19 m2



A ház több e..."|https://ingatlan.com/34779785|672 m2||||||||||||||||||||0.0|12.5|6.0|38.0|0.0|0.0|3.0|0.0|0.0|0|1|1|0|0|59.5|0.0|59.5
