id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|varosresz_kategoria|varosresz_premium_szorzo|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api
22|Budapest XII. kerület, Diós árok||300 M Ft||250 m2|1 200 000 Ft / m2|5 + 3 fél|||közepes állapotú|gázkazán||udvari beálló|maganszemely|17|"Diósárok úton tulajdonostól eladó 1920-as években épített, művész házaspár által lakóháznak és műteremnek kialakított épület. Az ingatlan 988nm-es nyeles telken fekszik,az utcafronttól beljebb,csendes ,napsütötte DNY fekvésű romantikus kerttel kapcsolódva. A 10*15-ös alapterületen jelenleg két lakás osztozik,felettük hatalmas műteremként használt tetőtérrel. A kertben önálló 20nm-es kertészlak bújik meg,teljesen alápincézve. A ház alatt szintén található egy kisebb,15nm-es pince. A ház mellett egy fedett és egy nyitott gépkocsi beálló került kialakításra. A fűtést 2 gázkazán biztosítja. A ház korszerűsítést igényel, de a csendes,intim környezet ,mégis kiváló lokalizáció meghitt otthont és nem utolsó sorban kíváló befektetést ígér.

INGATLANKÖZVETÍTŐK NE KERESSENEK !"|https://ingatlan.com/34365541|250 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
23|Budapest XII. kerület, Mártonhegyi út||960 M Ft||350 m2|2 742 857 Ft / m2||||újszerű|mennyezeti hűtés-fűtés, fan-coil, padlófűtés||önálló garázs|maganszemely|20|"For English and German version please scroll down.


Panorámás, medencés luxusvilla Mártonhegy szívében – klasszikus elegancia modern köntösben


A XII. kerület egyik legkeresettebb részén, Mártonhegy elegáns, zöldövezeti utcájában kínáljuk megvételre TULAJDONOSKÉNT az időtálló értéket képviselő, klasszikus hangulatú, mégis modern komfortot kínáló villánkat.



A házunk jellemzői röviden:

• 350 nm-es lakótér

• 2 nappali + 6 hálószoba + 5 fürdőszoba

• Gépészetileg felújított, hőszivattyús rendszer, mennyezeti hűtés-fűtés, padlófűtés, fancoil rendszer

• Wellness részleg szaunával, pihenőtérrel, fitness-sarokkal

• Kiváló elosztás: könnyedén kétgenerációs otthonná is alakítható

• 3 állásos garázs elektromos autótöltővel

• 1560 nm-es, két utcára nyíló, parkosított kert



Meditatív kertv..."|https://ingatlan.com/34710557|350 m2||||||||||||||||||||9.0|4.0|0.0|3.8|0.0|6.4|0.0|0.0|1|1|0|1|0|1|0|0|23.2|0.0|23.2|XII. ker. Orbánhegy|1.25|Ismeretlen|0.0|fallback|none|0|||
24|Budapest XII. kerület, Csillagvölgyi út||795 M Ft||222 m2|3 581 081 Ft / m2||2021||újszerű|hőszivattyú, cserépkályha, hűtő-fűtő klíma||önálló garázs - benne van az árban|maganszemely|20|"----- Ingatlanosok kérem ne keressenek. Köszönöm. ------

Ősfás környezetben, a tájvédelmi körzet közvetlen szomszédságában, 2022-ben épült ház 500nm saját kertjével, építtető-tulajdonosától eladó. 1/1-es tulajdonú, per és teher mentes, a telken egy szomszédos ingatlannal (egy közös fal, közös bejáró). A nappaliból gyönyörű panoráma nyílik a budai hegyekre, a félreeső utca pedig valódi csendet és nyugalmat biztosít az itt élők számára. A lakáshoz tartozik garázs és saját beálló, egy nyári konyha, napozóterasz, szauna, kültéri zuhanyzó és egy fatüzelésű dézsa is. A kert egy több száz növényfajból álló botanikus kert, a gyerekeknek 12nm-es homokozóval, trambulinnal és málna bokrokkal.
A ház félig a hegyoldalba süllyed így télen és nyáron is kellemes alap hőmérsékletet biztosít, a hatalmas üv..."|https://ingatlan.com/34422905|222 m2|A+|||||||||||||||||||0.0|4.0|0.0|0.0|0.0|3.2|0.0|-2.0|0|1|0|0|0|1|0|1|7.2|2.0|5.2|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
25|Budapest XII. kerület, Mártonhegyi út||785 M Ft||352 m2|2 230 113 Ft / m2||2001 és 2010 között||újszerű|hőszivattyú||önálló garázs - benne van az árban|maganszemely|18|"TULAJDONOSTÓL ELADÓ, KÜLÖNLEGES ADOTTSÁGÚ, 2 LAKÁSOS CSALÁDI HÁZ A SVÁBHEGYEN!

- Mártonhegyi út felső, legkeresettebb részén, egyedülálló fekvésű, teljesen intim, szomszédoktól távol helyezkedik el
- azonnal költözhető
- lombhullástól teljes panoráma az Erzsébet tértől a Rákóczi hídig, egyébként sűrű, magas fák veszik körbe
- kiválóan alkalmas többgenerációs együttélésre, de könnyű megközelítése miatt irodának, cégközpontnak is
- 1017 nm-es telek, összesen 352 nm beépített alapterület
- építés éve: 2000-es évek eleje, az utóbbi 10 évben: tetőcsere, külső, belső nyílászáró csere, teljes gépészeti, villamossági felújítás, burkolatcsere
- hűtés-fűtés: 2 db Daikin Altherma hőszivattyú, geo tarifával, padló, mennyezeti és oldalfali hűtés-fűtés, fatüzelésű kandalló
- 2 teljesen szeparált, önáll..."|https://ingatlan.com/34827156|352 m2||||||||||||||||||||4.5|0.0|0.0|3.8|0.0|0.0|2.5|0.0|1|0|0|1|0|0|1|0|10.8|0.0|10.8|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
26|Budapest XII. kerület, Pillangó ösvény||39,99 M Ft||35 m2|1 142 571 Ft / m2|1 + 1 fél|1950 és 1980 között||jó állapotú|elektromos fűtőpanel||utca, közterület - ingyenes|maganszemely|14|"Magánszemélytől eladó csillebércen egy jó állapotban lévő ház. Az alsó szinten egy pince található, A felső szinten egy nagy szoba, egy fél szoba egy kis étkező, konyha, illetve egy fürdőszoba és egy beüvegezett terasz van. Áram van és ezen kívül egy teljesen felújított vízhálózat és csatorna rendszer. Utóbbi csak a házon belül értendő. Aszfaltozott úton autóval megközelíthető, parkolás a ház előtt lehetséges. Igény szerint bútorozottan, gépekkel együtt eladó. A ház nem téliesített, vagyis nincs szigetelve.
A beltérről kérésre tudok képet küldeni.
Nem hitelezhető.

Ingatlanosok kérem NE keressenek!!!"|https://ingatlan.com/34334500|252 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Általános|1.0|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1|||
27|Budapest XII. kerület, Rácz Aladár út 4/B||252 M Ft||144 m2|1 750 000 Ft / m2|4 + 1 fél|1950 előtt||felújított|elektromos fűtőpanel||utca, közterület - ingyenes|maganszemely|22|"Két külön lakásból álló, ikerház (jogilag önálló családi ház), kiváló közlekedéssel eladó a XII. kerület kedvelt részén. A két lakás egyben is és külön-külön is eladó:
1) 72 m2-es kertkapcsolatos, teraszos lakás, 1 hálóval, óriási nappalival
2) 72 m2-es frissen felújított, tágas, erkélyes lakás, előkerttel, tetőtér beépítési lehetőséggel

A két lakás külön bejárattal rendelkezik, jelenleg teljesen szeparált, de egy belső lépcsővel könnyedén összeköthető (a beépítetlen tetőtérrel is).

1.) 72 m2-es kertkapcsolatos lakás leírása:
A lakás 2016-ban teljes körű felújításon esett át, állapota kiváló. A lakás gépesített konyhával, beépített szekrényekkel és fürdőszoba bútorral rendelkezik. Egy tisztasági festés után költözhető.
A lakás legszebb része a tágas, kertkapcsolatos nappali és a terasz. ..."|https://ingatlan.com/34649519|238 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|2.5|0.0|0|0|0|1|0|0|1|0|6.3|0.0|6.3|XII. ker. Hegyvidék prémium|1.35|Ismeretlen|0.0|fallback|none|0|||
28|Budapest XII. kerület, Nógrádi utca||322 M Ft||250 m2|1 288 000 Ft / m2|5 + 2 fél|1981 és 2000 között||közepes állapotú|gázkazán||önálló garázs|maganszemely|20|"Szent Orbán tér közelében, kiváló közlekedéssel, Makovecz ikerház rész magánszemélytől eladó.
2 lakrész, külön bejárattal.
Bruttó 300 m2 (180 m2 lakrész + 100 m2: tároló / szauna/ garázs + 20 m2 terasz).
Ingatlanosok kérjük ne keressenek."|https://ingatlan.com/34608483|250 m2||||||||||||||||||||0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0|1|0|0|0|0|0|0|4.0|0.0|4.0|XII. ker. Orbánhegy|1.25|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1|||
29|Budapest XII. kerület, Zugligeti út||355 M Ft||224 m2|1 584 821 Ft / m2||||közepes állapotú|gázkazán|||maganszemely|15|"Eladó családi ház

Eladó Budapest XII. és II. kerület határán, Zugligetben 1136 nm-es telken egy 224 nm alapterületű kétgenerációs családi ház.
Az ingatlan kiemelkedően kedvező elhelyezkedésének köszönhetően autóval és tömegközlekedéssel is könnyen elérhető, közvetlen közelében több nemzetközi iskola, egyetem, egészségügyi intézmények, és a Budagyöngye Bevásárlóközpont.
A villaépület az 1970-es években épült: az utcafrontra egy kétszintes villaépület néz (175 nm nettó lakóterület – beépíthető tetőtérrel – a házhoz egy lakás is tartozik (34 nm). Két udvar szinti garázs és pince tartozik továbbá az ingatlanhoz.
Korszerűsítést követően ideális családi otthon válhat belőle, illetve kiválóan alkalmas irodának, egészségügyi intézménynek, illetve intézmény/szervezet központjának.
Részletesebb inf..."|https://ingatlan.com/34914598|224 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|XII. ker. Hegyvidék prémium|1.35|Zugliget|0.48|enhanced_4step|aggregated_from_2_sources|2|||
30|Budapest XII. kerület, Tamási Áron utca||369,90 M Ft||286 m2|1 293 356 Ft / m2|6 + 3 fél|1950 és 1980 között||felújítandó|gázkazán||önálló garázs|maganszemely|8|"Eladó Budán, a Tamási Áron utca 60. alatt található 978 m2-es saroktelek, rajta egy felújítandó, körbejárható, két önálló lakásos, emeletes családi házzal.
Hrsz: 8504/14, Lk-2/D-6

AZ ÉPÜLET:
A ház 1959-ben épült sávalappal, tégla falazattal, betontálcás födémmel.

Lapos tetős, bővíthető, statikailag hibátlan.

A lakások egy tágas lépcsőházból érhetőek el, így teljesen el vannak szeparálva egymástól.

Az 50 m2-es teljesen száraz pincében: garázs és tároló.

Mindkét lakás nettó kb. 108 m² alapterületű, külön gázkazánokkal és mérőórákkal.

A lakások az alapterületükön felül cca. 20-20 m2-es fedett, és részben fedett erkélyekkel rendelkeznek.

A felső lakásból és a tetőszintről a budai vár is látható, és a gödöllői dombokig tart a panoráma.

A jó tájolásnak köszönhetően mindkét lakás egész na..."|https://ingatlan.com/34843757|286 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
31|Budapest XII. kerület, Ordas köz||737 M Ft||337 m2|2 186 943 Ft / m2|5 + 1 fél|2012||újszerű|gázkazán, mennyezeti hűtés-fűtés||önálló garázs - benne van az árban|maganszemely|20|"Családi ház a Normafán, az Ordas közben, nettó 284 m2 terület, 1723 m2 telekkel

XII. kerület Széchenyi-hegy legszebb részén, a Normafa közelében, csendes egyirányú utcában, kivételesen sík, 1723 nm-es telken hatalmas parkosított kerttel, összkomfortos, déli tájolású, kétszintes családi ház, tulajdonostól eladó.

A 2012-ben újonnan épült ház 150 nm-es földszintjén található egy nappali, konyha-étkező, hálószoba, a hálóhoz tartozó gardrób és fürdőszoba, dolgozószoba, zuhanyzós WC, mosókonyha, gépészeti helyiség, egybeállós, 25 nm-es garázs, előtte további két autónak beállóhely. A nappaliból és a konyhából közvetlen kapcsolat az eltolható üvegpaneles, üvegfedéses automata árnyékolókkal ellátott teraszokra, melyek egész évben kellemes kertkapcsolatot biztosítanak.
A 134 nm alapterületű emele..."|https://ingatlan.com/34831302|337 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Hegyvidék prémium|1.35|Svábhegy|0.72|enhanced_4step|aggregated_from_1_sources|1|||
32|Budapest XII. kerület, Méra utca||165 M Ft||120 m2|1 375 000 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||utca, közterület - ingyenes|maganszemely|19|"Családi okok miatt eladóvá vált saját tulajdonú ingatlanunk a közkedvelt XII. kerületi Méra/Tállya utcai lakóparkban, amely sorompóval van lezárva a forgalom, ill. a kiváncsiskodók elől.

A környékről:

Ez a nagyon jó adottságokkal rendelkező sorházi lakás a XII. kerület egyik legcsendesebb részén, a Normafától 3 km-re, Mártonhegyen található, két oldalról sorompóval lezárt, a forgalomtól távol eső, hangulatos Méra/Tállya utcai lakóparkban.
A lakópark egy természetvédelmi terület határán fekszik, de tömegközlekedéssel könnyen elérhető, a a MOM Park 2,5 a Déli Pályaudvar pedig csupán 3 km-re található.
A lakóparkban az ott lakók számára ingyenes parkolási lehetőséget biztosít és tartozik a lakóparkhoz egy hátsó, fás-parkos, rekreációs terület, amely tovább növeli a komplexum vonzerejét. A l..."|https://ingatlan.com/34795480|125 m2|E|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
33|Budapest XII. kerület, Ibolya ösvény||145 M Ft||100 m2|1 450 000 Ft / m2||1981 és 2000 között||jó állapotú|elektromos konvektor, hűtő-fűtő klíma, cserépkályha||udvari beálló - benne van az árban|maganszemely|20|"Ingatlanosok segítségét nem kérjük!

Tulajdonostól eladó 100 nm-es, panorámás családi ház Csillebérc déli, Kakukkhegyre néző lejtőjén, zsákutcában, 590 nm-es ősfás telken, gyönyörű, romantikus erdei környezetben.
A téglából épült, 3 szintes ház jó állapotú, duplakomfortos. Az alsó két szint 290 cm belmagasságú.

Alsó szint
Kertkapcsolatos, 26 nm-es nappali amerikai konyhával, étkezővel
Éléskamra
WC - tároló
16 nm-es terasz

Középső szint (utca felőli kertből nyílik)
Előszoba
Gardróbszoba
Zuhanyzós fürdőszoba WC-vel, bidével.
15 nm-es szoba, előtte 16 nm-es üvegtetős terasz

Tetőtér
15 nm-es szoba
5,5 nm-es kisszoba
Kádas fürdőszoba WC-vel

A fa nyílászárók 2024-ben lettek hő-, és hangszigetelt üveggel felújítva. Kedvezményes díjszabású, vezérelt árammal működő, korszerű, hőtárolós kályhákk..."|https://ingatlan.com/34785359|590 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|XII. ker. Hegyvidék prémium|1.35|Ismeretlen|0.0|fallback|none|0|||
34|Budapest XII. kerület, Diana utca||338 M Ft||345 m2|979 710 Ft / m2||1981 és 2000 között||közepes állapotú|gázkazán, padlófűtés||önálló garázs - benne van az árban|maganszemely|19|"Varázslatos környezetű több lehetőséggel bíró családi ház eladó.
Istenhegy frekventált részén nagy kertes 3 szintes (+alagsori pincével) és külön garázzsal rendelkező többgenerációs családi ház tulajdonostól eladó.
A bejárat szintjén előszoba, gardrób, 1 nagy szoba (hozzátartozó terasszal), valamint konyha, fürdőszoba és külön WC található.
A lépcsőházból az alagsori pincébe (ami kívülről is megközelíthető) érhetünk le, amelynek hatalmas alapterülete (80nm2) nem számít bele a hasznos alapterületbe, 2 nagy helyiségből áll.
Az első szinten 1 nagy nappali, konyha, hálószoba és fürdőszoba van, 2 terasz tartozik ehhez a részhez.
A felső szinten nagy nappali, hálószoba és fürdőszoba található, valamint egy terasz.
A telek 1081 nm2-es, a ház maga ikerház, de nincs közös fal, sőt 5 méter választja..."|https://ingatlan.com/34702342|345 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Hegyvidék prémium|1.35|Orbánhegy|0.64|enhanced_4step|aggregated_from_1_sources|1|||
35|Budapest XII. kerület, Magas út||159,50 M Ft||120 m2|1 329 166 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán, kandalló, padlófűtés||udvari beálló|maganszemely|23|"Tulajdonostól eladó napfényes, panorámás otthon Csillebérc zöldövezetében!

Budapest egyik legszebb fekvésű városrészében, Csillebérc csendes, zöldövezeti utcájában kínáljuk megvételre ezt a kivételes hangulatú, déli tájolású, 120 m²-es, kétszintes családi házat, mely egy 689 m²-es, gondozott telken helyezkedik el.

A ház tágas, világos terekkel és igényes, egyedi fa nyílászárókkal, beépített szekrényekkel és konyhabútorral rendelkezik. A teraszról lenyűgöző panoráma tárul elénk – tökéletes helyszín a reggeli kávéhoz vagy a naplemente megcsodálásához.

Főbb jellemzők:
•Nappali – étkező – amerikai konyha
•2 hálószoba + dolgozószoba a tetőtérben
•Fürdőszoba WC-vel, plusz egy különálló vendég-WC
•Két szinten elhelyezkedő, összesen 40 m²-es terasz, az alsó szinten közvetlen kertkapcsolattal
•M..."|https://ingatlan.com/34671034|689 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|9.600000000000001|0.0|0.0|0|0|0|1|0|1|0|0|13.4|0.0|13.4|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
36|Budapest XII. kerület, Svábhegy||680 M Ft||230 m2|2 956 521 Ft / m2||1981 és 2000 között||felújított|gázkazán||teremgarázs hely|ingatlaniroda|3|"Eladó ikerházfél a Svábhegy exkluzív részén

+++FOR ENGLISH PLEASE SCROLL DOWN+++

Fedezze fel új otthonát Budapest 12. kerületében. Ez a kényelmes és stílusos lakás ideális választás azoknak, akik egy csendes, zöld környezetben szeretnének élni.

Lakás:
- alapterület 230 nm - 3 szint
- nappali + 4 szoba
- fűtés: gázkazán, ami villannyal is működik
- kandalló
- 2 erkély kilátással
- kertkapcsolat
- terasz a hátsó kertben, ami zárt, és kívülről nem lehet belátni
- keleti tájolás
- 3 szint:
1. 2 beállásos garázs + háztartási helyiség + tároló
2.nappali + étkező + konyha + szoba + fürdőszoba
3. szoba / gardrób / fürdőszoba egyben + 2 szoba + fürdőszoba + WC

Épület:
- ikerházfél
- 2 beállásos garázs
- 500 nm saját használatú kert

Környék:
- zsákutca, így nincs átmenő forgalom
- nemzetközi óv..."|https://ingatlan.com/34831107|230 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|7.0|0.0|7.0|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.5|enhanced_4step|aggregated_from_2_sources|2|||
37|Budapest XII. kerület, Farkasvölgy||1,50 Mrd Ft||530 m2|2 828 301 Ft / m2||2017||újszerű|padlófűtés, mennyezeti hűtés-fűtés||önálló garázs - benne van az árban|ingatlaniroda|20|"Eladásra kínálom ezt a 2 generációs, csendes utcában lévő örök panorámás családi házat!

Az ingatlan a XII. kerület Farkasvölgy kertvárosi részén található. Igazán különleges adottságokkal rendelkezik, hiszen a völgy tetején helyezkedik el, ahonnan az ingatlan minden szintjéről, illetve a hatalmas teraszairól is csodás panoráma tárul a lakók elé, ahol a horizontig ellátni. Tovább fokozza az ingatlan hangulatát a fákkal teli zöld kert és környezet is.

Az épület összesen NETTÓ 530 nm, plusz ehhez tartozik 200 nm terasz valamint a kert.
Tételesen viszont a földszinti lakás NETTÓ területe 248 nm +56 terasz, + kert.
Az emeleti duplex lakás NETTÓ 282 nm, + 138 nm terasz.

A lakások külön is értékesíthetőek.

Ekkora házat, ilyen adottságokkal, ebben a lokációban ár/érték arányban biztosan nem fo..."|https://ingatlan.com/34930964|530 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
