id,cim,reszletes_cim,teljes_ar,reszletes_ar,terulet,nm_ar,szobak,epitesi_ev,szint,ingatlan_allapota,futes,erkely,parkolas,hirdeto_tipus,kepek_szama,leiras,link,telekterulet,energetikai,ingatlanos,telefon,allapot,epulet_szintjei,kilatas,parkolohely_ara,komfort,legkondicionalas,akadalymentesites,furdo_wc,tetoter,pince,parkolo,tajolas,kert,napelem,szigeteles,rezsikoltség
100,"Érd, Árvalányhaj utca",,55 M Ft,,132 m2,416 666 Ft / m2,,1950 és 1980 között,,felújítandó,gázkazán,,önálló garázs - benne van az árban,maganszemely,1,"*** Ingatlanközvetítők kérem ne keressenek, kizárólagosan megbízott ingatlanközvetítő vagyok ! ***

ÉRDLIGET keresett KERTVÁROSI környezetében az Árvalányhaj utcában, családi ház nagy teleken eladó.

A telek 1160 m2-es (17 m x 68 m), összközműves, víz, gáz, villany bevezetve.
A telken lévő ház gyenge minőségű, körben szigetelt.
A ház alatt pince is található, a tetőtér nem beépített.

Az építési besorolás Lke-1/h, kertvárosi lakóövezeti, szabadonálló beépítési mód, 25 %-os beépíthetőséggel, max. 6 m homlokzati magassággal, egylakásos egység építhető.

Az utcáról külön gyalogos és külön gépkocsibejáró is vezet a telekre, saját 16 m2-es garázs van a telken.

RITKA LEHETŐSÉG, KIVÉTELESEN jó helyen !

Csendes ZÖLD környezet, nagy KERT, kiváló INFRASTRUKTÚRA !!

( Kérésre további fotókat és tel...",https://ingatlan.com/34896793,1160 m2,,,,,,,,,,,,,,,,,,,
101,"Érd, Érdliget",,"69,90 M Ft",,55 m2,1 270 909 Ft / m2,2 + 2 fél,2024,,újszerű,hűtő-fűtő klíma,,"utca, közterület - ingyenes",ingatlaniroda,19,"Újszerű, hőszigetelt, 2+2 szobás, napfényes házrész eladó Érdligeten, kertkapcsolattal, külön bejárattal – azonnal költözhető!

2024-ben teljeskörűen újjáépített és korszerűsített tégla építésű házrész eladó, kiváló műszaki és esztétikai állapotban! A 15 cm grafit szigeteléssel ellátott épület csendes, napfényes környezetben helyezkedik el, ingyenes parkolással az utcán, kizárólagos tulajdonban.

A legfontosabb tudnivalók:
- Hasznos alapterület: 55 m² (hivatalos: 46 m²)
- 2+2 szoba, világos terek, napfényes nyugati tájolás
- 15 m²-es saját terasz, kertre néző kilátással
- Szigetelés: 15 cm grafitos rendszer
- Fűtés & hűtés: hűtő-fűtő klíma
- Extra felszereltség: szauna, kandalló, riasztó, légkondi
- Korszerűsítve 2024-ben: új vezetékek, vízszigetelés, épületbővítés (Ytong + Porotherm)
- Be...",https://ingatlan.com/34882478,174 m2,,,,,,,,,,,,,,,,,,,
102,"Érd, Gyöngyvirág utca",,"79,90 M Ft",,85 m2,940 000 Ft / m2,2 + 1 fél,1950 és 1980 között,,felújítandó,házközponti,,udvari beálló,maganszemely,0,"Magánszemélytől ELADÓ

Egy 1/1 tulajdonú Érd egyik legszebb részèn, Èrdliget tetejèn a Gyöngyvirág utcában található
85 nm2 családi ház, egy ritkaságnak számító
1133 nm2-es telken, örök panorámával.
A ház felújítandó és bővíthető, 25 % beèpíthető, maximum 6 méter homlokzati magasságig.
Pár kilométeren belül több iskola és óvoda is található.
Ha szeretne egy csodás nyugodt otthont egy nem túlzsúfolt, csendes környéken ez az ingatlan lehet az ideális választás.

Irány ár : 79,9 M Ft.

Ingatlantosok segítségét, köszönöm nem kérem!",https://ingatlan.com/34870462,1133 m2,,,,,,,,,,,,,,,,,,,
103,"Érd, Érdliget",,145 M Ft,,149 m2,973 154 Ft / m2,,2025,,,"hőszivattyú, padlófűtés",,,ingatlaniroda,6,"ÖNÁLLÓ CSALÁDI HÁZ, SZÉLES UTCAFRONTTAL,DUPLA GARÁZZSAL, KIVÁLÓ KÖZLEKEDÉSSEL, ÉRD-LIGET SZÍVÉBEN!

Ajánlom figyelmébe, ezt az önálló családi házat,ami bruttó 150 nm-es, nettó 127 nm-es! Dupla garázzsal, 3 szoba , nappali-étkező, konyha egy légtérben, garázs szinten még egy nagy szoba, ami az alaprajzon tárolóként van feltüntetve, akár egy fürdő is kialakítható mellette! Ezen kívül van még egy gépészeti helyiség is!

Exkluzív otthonra vágyik, ahol a luxus, kényelem és nyugalom találkozik? Ne keressen tovább!

TÖKÉLETES VÁLASZTÁS A NAGYVÁROSOK ZAJÁTÓL TÁVOLI, ENERGIAHATÉKONY ÁLOMOTTHONT KERESŐK SZÁMÁRA!

Az energiahatékonyság jegyében HŐSZIVATTYÚ rendszert alkalmazunk, mely nagyon ENERGIATAKARÉKOS FELHASZNÁLÁST tesz lehetővé.

Olyan kertes házra vágyik,melynek párja nincs a környéken és csa...",https://ingatlan.com/34847438,538 m2,,,,,,,,,,,,,,,,,,,
104,"Érd, Duna utca",,85 M Ft,,75 m2,1 133 333 Ft / m2,2 + 1 fél,,,,,,,maganszemely,0,"Érden ligeti részen a vasútállomástól egy sarokra, aszfaltozott utcában, lakható állapotú családi ház tulajdonostól eladó. A ház 75 m2 alapterületű, ami további 25 m2-es beépített üveges terasszal bővített. A 150 négyszögölös telken továbbá található egy 30 m2-es melléképület, mely garázsnak, kis háznak, nyári konyhának egyaránt használható. Udvaron belül ásott kút is található. Parkolni udvaron belül vagy utcafronton lehetséges. Tömegközlekedséssel is jól megközelíthető. A környék zöldövezeti, csendes és biztonságos; bevásárlóközpont, óvoda, iskola közel-, gyalogtávolságban van.

Érdeklődés kizárólag telefonon lehetséges.",https://ingatlan.com/34842511,540 m2,,,,,,,,,,,,,,,,,,,
105,"Érd, Érdliget",,256 M Ft,,300 m2,853 333 Ft / m2,,1950 és 1980 között,,jó állapotú,gázkazán,,önálló garázs - benne van az árban,ingatlaniroda,13,"Többgenerációs családi otthon Érdliget csendes részén 


Eladó Érdliget egyik legkedveltebb, nyugodt utcájában egy több generáció számára is ideális, kiváló állapotú több szintes, 9 szobás, kb 300 nm-es, családi ház, 700 nm-es, teraszos kialakítású telken!

Az ingatlan három, kellemes, világos, közös lépcsőházból nyíló külön bejáratú lakrészt tartalmaz, összesen 3 nappalival és 6 hálószobával, így ideális többgenerációs együttéléshez, munkahely és élettér szétválasztására, vendégek fogadásához vagy vállalkozáshoz is.

Az épület lépcsőn megközelíthető.

A lakrészek adatai:

Alsó szint: nappali + 2 hálószoba

Középső szint: nappali + 2 hálószoba

Felső szint (tetőtér): nappali + 2 hálószoba

Padlástér (~40 nm): világítóablakos, beépíthető – további lakótérként is hasznosítható

Belső elrende...",https://ingatlan.com/34841502,300 m2,,,,,,,,,,,,,,,,,,,
106,"Érd, Érdliget",,132 M Ft,,67 m2,1 970 149 Ft / m2,,1981 és 2000 között,,közepes állapotú,gázkazán,,udvari beálló,ingatlaniroda,16,"Érdnek legjobb részén Érdligeten eladó egy 67nm -s családi ház ami sok további bővítési lehetőséget kínál. A telek mérete 726nm amiben bőven van még beépíthetőségi lehetőség.

A jelenlegi épület bővíthető vagy beépíthető a jelenlegi tetőtér vagy akár egy emelet is húzható rá. A kert végén van még egy kiszolgáló épület is amit szintén igények szerint alakítható (lakrész v. garázs számára)
Tágas és szebályos kert a gépkocsikban vagy akár medencének is.

Az ingatlan a 80-s évek elején épült, szilárd alapokra, nem igényel semmiféle beavatkozást. A nyílászárók 80%-a már ki lettek cserélve.
Telken belül megtaláható az összes közmű.
Közlekedés és lokáció szempontjából a lehető legjobb helyen található, az utca aszfaltozott.",https://ingatlan.com/34838598,726 m2,,,,,,,,,,,,,,,,,,,
107,"Érd, Szamos utca",,85 M Ft,,100 m2,850 000 Ft / m2,2 + 1 fél,,,,,,,maganszemely,1,"Eladó Érd központjában, Érdliget városrészben a Sajó utca – Szamos utca sarkán található családi ház.

Az ingatlan csendes, családias utcában helyezkedik el.

A 70-es években épült ház bruttó alapterülete 135,7 m2 (nettó 107,2m2) garázzsal együtt. A ház alatt pince helyezkedik el. A lakótér elrendezése méretekkel a mellékelt alaprajzon található.

Az 538 m2-es négyzet alakú saroktelek egyik sarkában fedett szerszámos tároló található.

A téglaépítésű, cseréptetős lakóház összkomfortos, műanyag nyílászárókkal rendelkezik, a fűtésről pedig gázkazán gondoskodik. A melegvizet átfolyó rendszerű gázmelegítő biztosítja.

Az ingatlan jó állapotú akár azonnal költözhető és tehermentes.

Ingatlanközvetítők segítségét nem kérjük!",https://ingatlan.com/34817293,538 m2,,,,,,,,,,,,,,,,,,,
108,"Érd, Érdliget",,"139,90 M Ft",,157 m2,891 082 Ft / m2,,2025,,,hőszivattyú,,önálló garázs - benne van az árban,ingatlaniroda,6,"Eladásra kínálunk egy új építésű ikerházat Érd kertvárosi részén, az Tárnoki út környékén.

A ház 159 négyzetméteres, 4 szobával rendelkezik, ideális választás lehet nagyobb családok számára.

A fűtés modern hőszivattyús rendszerrel megoldott, amely gazdaságos és környezetbarát megoldás.

A házhoz tartozik egy 41 négyzetméteres terasz is, tökéletes hely a kikapcsolódásra és a családi összejövetelekre. A terasz a felső szinten található, hiszen ahogy a látványterveken is látható, a garázs tetejére került kialakításra.

A ház B30-as téglából épült és 15 cm-s hőszigetelést kapott!

Jelenlegi készültése foka 90%-os, így hamarosan kulcsrakész lesz!

Ne hagyja ki ezt a kiváló lehetőséget, tegyen szert egy új otthonra Érden!

Amennyiben felkeltettem érdeklődését keressen bizalommal, akár hétvégén...",https://ingatlan.com/34800646,615 m2,B,,,,,,,,,,,,,,,,,,
109,"Érd, Érdliget",,"59,80 M Ft",,80 m2,747 500 Ft / m2,,1981 és 2000 között,,közepes állapotú,gázkazán,,önálló garázs - benne van az árban,ingatlaniroda,27,"Érd liget városrészben, csendes utcában tömegközlekedéstől 2 perc sétára, önálló családi ház eladó. A ház 80 nm összterületű , földszint (50 nm) + tetőtér beépítésű. Földszinten előszoba, nappali, konyha étkező , kamra, fürdőszoba és nagy méretű fedett terasz található. Tetőtér(30 nm)r:2 db szoba, WC kézmosóval és erkély (5 nm)Kertben önálló tégla építésű 2 állásos garázs található.
Az ingatlan impozáns sarok telek, mely lehetőséget ad a bővítésre vagy még egy lakás építésére (ikerház). Érdemes megnézni, várjuk jelentkezését!
Tehermentes.Irányár:59,8 M Ft.",https://ingatlan.com/34799523,565 m2,,,,,,,,,,,,,,,,,,,
110,"Érd, Érdliget",,"64,90 M Ft",,75 m2,865 333 Ft / m2,,1950 és 1980 között,,közepes állapotú,gáz (konvektor),,önálló garázs - benne van az árban,ingatlaniroda,15,"--- ÉRDLIGETEN, CSENDES MELLÉK UTCÁBAN, VASUTHOZ, BUSZOKHOZ ÉS MINDENHEZ IS KÖZEL, JÓ ADOTTSÁGÚ TELEK, FELUJITANDÓ HÁZZAL ---


AZ INGATLAN ÉRDLIGET VASUTÁLLOMÁSTÓL PÁR UTCÁNYIRA TALÁLHATÓ, CSENDES MELLÉK UTCÁBAN.

A telek sík, 20 méteres utcafrontja van.

A telken található egy 55 nm-s tégla ház terasszal és egy különálló 20 nm-es, szintén tégla építésű, különálló épület.

A HÁZ elrendezése 2 szoba, konyha, étkező, fürdőszoba, előszoba.
Fűtése gázkonvektorral és kandallóval megoldott.

A KISHÁZAT nyárikonyhaként használták. Ide is be vannak vezetve a közművek. Ez az épület egy helyiségből és egy toalettből áll.
Térképen mindkét épület fel van tüntetve.

A ház és a kisház is szerkezetileg stabil, nincsenek repedések, felázás vagy penészesedés.

A telek összközműves, víz, gáz, csatorna, vil...",https://ingatlan.com/34792340,535 m2,,,,,,,,,,,,,,,,,,,
111,"Érd, Érdliget",,125 M Ft,,179 m2,698 324 Ft / m2,,,,felújított,"gázkazán, hűtő-fűtő klíma",,,ingatlaniroda,28,"Eladó 179 nm-es, kétszintes családi ház Érdliget csendes, aszfaltozott utcájában, 785 nm-es telken!

Az ingatlan csak nálam megtalálható, másnál ne is keresse!

Eladásra kínálunk Érd egyik legkedveltebb részén, Érdligeten egy bruttó 179 nm-es, kétszintes, téglaépítésű családi házat, amely 785 nm-es, teljes közműves telekre épült. Az ingatlan kiváló szerkezeti állapotú, folyamatosan karbantartott, több korszerűsítésen is átesett.

Főbb jellemzők:

Bruttó 179 nm alapterület, kétszintes kialakítás.
785 nm-es telek, teljes közmű.
Az eredeti téglaépületet 1999-ben bővítették, szintén téglából.
Betonfödém a két szint között, emeleti rész fafödémes.
8 cm homlokzati hőszigetelés.
Műanyag, kétszárnyú, hőszigetelt nyílászárók.
Tető héjazata Bramac tetőcserép, új lécezéssel, hőtükörfóliával és kőzetg...",https://ingatlan.com/34790630,785 m2,,,,,,,,,,,,,,,,,,,
112,"Érd, Zsil utca",,79 M Ft,,130 m2,607 692 Ft / m2,4 + 1 fél,1950 és 1980 között,,közepes állapotú,"vegyes tüzelésű kazán, gázkazán",,önálló garázs,maganszemely,0,"Eladó tulajdonodtól, Érdligeten a Szabadidő Park szomszédságában egy összkomfortos családiház csendes, zöldövezeti környezetben.
szigetelve: 5 cm hungarocell+drávit
A tetőtérben + két szoba(kb.30 nm.)+ tetőterasz
36nm. alápincézett műhely(garázs)
Fűtés: gázkazán+vegyestüzelésű kazán",https://ingatlan.com/34790061,648 m2,,,,,,,,,,,,,,,,,,,
113,"Érd, Csermely utca",,"192,90 M Ft",,254 m2,759 448 Ft / m2,,2001 és 2010 között,,jó állapotú,gázkazán,,önálló garázs,ingatlaniroda,24,"ELADÓ NAPPALI + 5 SZOBÁS CSALÁDI HÁZ ÉRDLIGETEN, KÖZVETLENÜL A GYÖNYÖRŰ KÖRNYEZETBEN MEGÉPÍTETT ÚJ VÁROSLIGET MELLETT!

Az impozáns, mediterrán stílusú ház 712 m2-es sík telken épült 2004-ben, minőségi, korszerű anyagok felhasználásával. A házhoz dupla beállásos garázs tartozik.

Helyiséglista:

Földszint:
- Garázs 36nm
- Előtér 10.15nm
- WC 1.65nm
- Mosókonyha/tusoló 7.80nm
- Szoba 12.86nm
- Nappali 28.36nm
- Étkező 13.05nm
- Konyha 13.33nm
- Kamra 3.13nm
- Közlekedő 12.18nm
- Lépcső 3.41nm
- Szoba 14.72nm
- Kádas-tusolós fürdőszoba 10.60nm
- Tároló 4.16nm
- Terasz 14.96nm

Emelet:
- Galéria 27.37nm
- Szoba 14.72nm
- Gardrób 4.52nm
- Szoba 13.21nm
- Gardrób 4.52nm
- Szoba 12.86nm
- Kádas-tusolós fürdőszoba 10.02nm

Hasznos alapterület: 254.46nm
Bruttó alapterület /terasszal, tárolóval/: 2...",https://ingatlan.com/34782921,254 m2,,,,,,,,,,,,,,,,,,,
114,"Érd, Begónia utca",,"139,90 M Ft",,157 m2,891 082 Ft / m2,,2021,,,hőszivattyú,,önálló garázs - benne van az árban,ingatlaniroda,28,"Érden a Begónia utcában, 157 m2-es NAPPALI + 4 hálószobás + külön konyha/étkezős, DUPLA TERASZOS, TÁGAS, PANORÁMÁS, CSENDES, NAPFÉNYES ikerház egyik lakása GARÁZZSAL ELADÓ.

Az B. lakás 637 m2-es telken helyezkedik el.

A lakás elosztása:

földszint:
- előtér
- konyha + étkező
- nappali
- szoba
- toalett
- 2 terasz

emelet:
- 3 db hálószoba
- fürdőszoba
- toalett
-közlekedő

A lakáshoz 2 db terasz tartozik:

- egy elől szép kilátással (41,52 m2)
- és egy hátul amely a nagy kertre néz (11,76 m2)

A lakáshoz egy 35,16 m2 garázs tartozik.

Ne maradjon le erről a vissza nem térő lehetőségről!


Kereső ügyfeleink számára szolgáltatásunk díjtalan!",https://ingatlan.com/34770186,637 m2,,,,,,,,,,,,,,,,,,,
115,"Érd, Begónia utca",,"139,90 M Ft",,157 m2,891 082 Ft / m2,,2021,,,hőszivattyú,,önálló garázs - benne van az árban,ingatlaniroda,30,"Érden a Begónia utcában, 157 m2-es NAPPALI + 4 hálószobás + külön konyha/étkezős, DUPLA TERASZOS, TÁGAS, PANORÁMÁS, CSENDES, NAPFÉNYES ikerház egyik lakása GARÁZZSAL ELADÓ.

Az A. lakás 615 m2-es telken helyezkedik el.

A lakás elosztása:

földszint:
- előtér
- konyha + étkező
- nappali
- szoba
- toalett
- 2 terasz

emelet:
- 3 db hálószoba
- fürdőszoba
- toalett
-közlekedő

A lakáshoz 2 db terasz tartozik:

- egy elől szép kilátással (41,52 m2)
- és egy hátul amely a nagy kertre néz (11,76 m2)

A lakáshoz egy 35,16 m2 garázs tartozik.

Ne maradjon le erről a vissza nem térő lehetőségről!


Kereső ügyfeleink számára szolgáltatásunk díjtalan!",https://ingatlan.com/34770151,615 m2,,,,,,,,,,,,,,,,,,,
116,"Érd, Érdliget",,114 M Ft,,177 m2,644 067 Ft / m2,,1981 és 2000 között,,jó állapotú,gázkazán,,,ingatlaniroda,14,"Érdligeti családi ház akár két generációnak is!
Eladó Családi Ház Érden, Érdliget Csendes Övezetében!

Eladásra kínálunk egy remek állapotban lévő, 2000-ben épült, önálló családi házat Érd Érdliget részén, csendes, családi házas környezetben. Az ingatlan 557 m²-es telken helyezkedik el, és nettó 177 m² hasznos alapterülettel rendelkezik.

A ház földszintjén található egy tágas és hangulatos átriumos nappali konyhával, valamint egy előszoba, egy hálószoba, egy wc és egy fürdőszoba. A nappali nagy teraszajtaja elektromos redőnnyel van felszerelve. A garázs egy autó beállására alkalmas, és szintén elektromos ajtóval rendelkezik.

Az emeleti szintre felérve a galériáról lenézhetünk a nappalira, itt kb. 6 méteres a belmagasság. Ezen a szinten található még egy nagy nappali konyhával, három háló...",https://ingatlan.com/34753978,557 m2,,,,,,,,,,,,,,,,,,,
117,"Érd, Infű utca",,80 M Ft,,80 m2,1 000 000 Ft / m2,,,,közepes állapotú,gázkazán,,önálló garázs,maganszemely,2,"Érdliget csendes utcájában eladó ingatlan. Nem vályog, de vegyes falazatú épület fa nyílászárók, zsindely fedéses, tetőteres, dupla garázsos épület, elől hátul terasz. 2,4 kW napelem telepítése folyamatban. Irányár 80 millió forint.",https://ingatlan.com/34732019,675 m2,,,,,,,,,,,,,,,,,,,
118,"Érd, Nyitra utca",,55 M Ft,,40 m2,1 375 000 Ft / m2,,1950 és 1980 között,,felújítandó,gáz (konvektor),,,maganszemely,1,"Felújítandó, de hatalmas lehetőségeket rejtő otthon Érdliget szívében!

Ha nyugodt, barátságos környezetben keresel saját elképzeléseid szerint alakítható otthont, akkor ez a tökéletes lehetőség számodra!

✨ Miért érdemes megnézned?
✅ Kiváló lokáció– Érdliget egyik legjobb részén, nyugodt környezetben
✅ Minden karnyújtásnyira – iskola, óvoda, szabadidőpark, sport és BMX pálya, játszótér, futópálya, üzletek pár perc sétára és bevásárlóközpont elérhető közelségben
✅ Könnyű közlekedés – busz- és vasútállomás a közelben

A ház jellemzői:
- Jó állapotú szerkezet, de felújítandó – álmaid otthonává alakíthatod!
- Beépíthető tetőtér – extra élettér kialakítására alkalmas
- 18 nm szoba, 9 nm konyha, kamra, 9 nm előszoba és fürdőszoba
- Összközműves – víz, gáz, villany, csatorna bekötve

Extrák, ami...",https://ingatlan.com/34644378,508 m2,,,,,,,,,,,,,,,,,,,
119,"Érd, Diósdi út",,85 M Ft,,80 m2,1 062 500 Ft / m2,2 + 2 fél,,,felújított,gázkazán,,udvari beálló,maganszemely,1,"Ingatlanos kollégáim segítségét nem kívánom igénybe venni, mert jómagam is a szakmában dolgozom, és családi segítséget nyújtok az ingatlan eladásában.
Köszönöm!

Eladó Érd-Diósd közvetlen határán Érdligeten, egy 80 m2 alapterületű 2+2 félszobás 3 lakásos családi ház osztatlan közös tulajdonban lévő, megosztási szerződéssel rendelkező fszt-i lakása, melyhez 20 m2-es fedett terasz saját pince és egy 200 m2 teljesen elkerített saját használatú kert tartozik.

A lakás 2023-ban teljes körű belső felújításon esett át, melyben minden belső burkolat cserélve lett a mai kor elvárásainak megfelelően. A lakás ékköve a konyha, mely szintén vadonatúj és Beko gépekkel felszerelt, mely a vételár részét képezi.

A felújításkor a villanyvezetékek cseréje megtörtént. A lakásban 3 fázis van fi- relével ellát...",https://ingatlan.com/34627725,200 m2,,,,,,,,,,,,,,,,,,,
120,"Érd, Érdliget",,"139,90 M Ft",,158 m2,885 443 Ft / m2,,2025,,,"hőszivattyú, padlófűtés",,,ingatlaniroda,20,"Érd-Ligeten, ÚJ ÉPÍTÉSŰ IKERHÁZ, kivételes PANORÁMÁVAL!!!

Érd-liget, közkedvelt csendes utcájában közel 160 m2-es, nappali+4 hálószobás új építésű ikerház, dupla garázzsal ELADÓ!

Az ikerház, Érd-Liget csendes, rendezett mellékutcájában, egy 1252 m2-es teljes közművel ellátott telken épül!
A telek adottságának köszönhetően egymás melletti elhelyezkedés lehetséges, így mindkét lakóegység egyforma telekmérettel rendelkezik.

A nettó 158 m2 lakótér + 35,2 m2 garázs, + 41,5 m2 terasz kényelmes otthon lehet akár nagyobb család számára is!
A tágas lakótérben, előszoba, 31 m2-es szép nagy teraszkapcsolatos nappali, konyha + étkező és 4 teljes méretű hálószoba, egy jó méretű fürdőszoba - 2 mellékhelyiség lesz kialakítva.
Az ingatlanokat társas házi alapító okirattal, önálló hrsz-al értékesítjük.
...",https://ingatlan.com/34592787,626 m2,,,,,,,,,,,,,,,,,,,
121,"Érd, Érdliget",,132 M Ft,,67 m2,1 970 149 Ft / m2,,1981 és 2000 között,,közepes állapotú,gázkazán,,udvari beálló,ingatlaniroda,11,"Érdligeten eladó sorba került egy 726nm-es telken található 67nm-es családiház.

Az ingatlan 1981-ben épült. A nyílászárók nagy részét már kicserélték. A ház jó elosztása végett több lehetőség van még a bővítésre. Akár tetőtér beépítéssel, vagy egy új szint felépítésével.

A jelenlegi felosztás szerint az ingatlan a következő helyiségekből áll:
Előszoba, Közlekedő, Konyha, Fürdőszoba, WC, Kamra és két nagyobb szoba.

A főépület mögött található még egy melléképület, ami szintén átalakítható, akár egy külön bejáratú kis házzá is.

Megtekintené? Várom hívását!

Az ingatlan hivatkozási azonosítója: AH489738",https://ingatlan.com/34474478,726 m2,,,,,,,,,,,,,,,,,,,
122,"Érd, Érdliget",,145 M Ft,,211 m2,687 203 Ft / m2,,1981 és 2000 között,,jó állapotú,gázkazán,,,ingatlaniroda,18,"Tágas, kétgenerációs családi ház Érdligeten!

Ebben a a házban mindennek jut hely. Ahogy az alaprajzon láthatjuk, a tervezéskor odafigyeltek a jó elosztásra ezért a nagyobb családok is kényelmesen elférnek, vagy akár két generáció is probléma mentesen egymástól függetlenül élhet.

Az ingatlanban jelenleg egy vállalkozás működik, de ez nem jelent akadályt abban, hogy személyesen beleképzeljük magunkat egy kényelmes otthonba.

A telek mérete ideális, 500nm-es, így elférnek a gyerekek játékai, és nem kell folyton a kert rendezéssel foglalatoskodni.

Jöjjön el és szeressen bele!

Az ingatlan hivatkozási azonosítója: AH484343",https://ingatlan.com/34470974,211 m2,,,,,,,,,,,,,,,,,,,
123,"Érd, Érdliget",,"189,90 M Ft",,150 m2,1 266 000 Ft / m2,,2025,,,"hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",,udvari beálló - benne van az árban,ingatlaniroda,11,"Érdligeten eladó a látványterveken látható, jelenleg 70%-os készültségi fokon álló ikerház. A kivitelezés várhatóan 2025. május-júniusra fejeződik be.

A komoly műszaki tartalommal épülő ingatlanra vonatkozó legfőbb információk:

külső szerkezeti falak PTH 30 Termo tégla Dryfix kötőhabbal, homlokzati szigetelés 15 és 20 cm vastagságú polisztirol , a lábazaton pedig 12 cm-es extrudált kőszigetelő lemez

- lapostető szigetelése Bauder rendszerrel történt: 5 mm vastag szál erősített Bauder teknőszigetelés, 24 centiméter Bauder PIR hőszigetelő lemez, köztes vízszigetelés: Bauder 3mm PVC, átlag 10cm Austrotherm ATS lépésálló lejtés adó záró hőszigetelés, záróvíz-szigetelés:Bauder PVC 3mm

- az épület energiellátása LG Termo V 9 kw teljesítményű levegő víz hőszivattyúval történik, vezérlése manu...",https://ingatlan.com/34444079,335 m2,A++,,,,,,,,,,,,,,,,,,
124,"Érd, Érdliget",,45 M Ft,,70 m2,642 857 Ft / m2,1 + 2 fél,1950 és 1980 között,,felújítandó,kályha,,önálló garázs - benne van az árban,ingatlaniroda,6,"Megvételre ajánlok Érdliget csendes utcájában egy ikerház első lakását!

A ház a szabadidőpark közvetlen szomszédságában található!!!! Gyönyörű park,csodás kilátással!

A házban egy nagy szoba,két félszoba,konyha,kamra,előszoba,fürdőszoba,külön wc,padlásfeljáró helyezkedik el.
Felújítást igényel,de rengeteg lehetőség van benne.
Falazata tégla,betonfödémmel,cserépfedéssel.A homlokzat 10 cm-es szigeteléssel ellátott.
A házból be lehet jutni a kétállásos garázsba.
A meleget jelenleg cserépkályha biztosítja,a meleg vizet villanybojler szolgáltatja.

A kert pont könnyen kezelhető,nem túl nagy,de szépen ki lehet alakítani gyermekes családoknak.

Amennyiben lát benne fantáziát és megtekintené,hívjon bizalommal éjjel-nappal!",https://ingatlan.com/34407102,120 m2,,,,,,,,,,,,,,,,,,,
125,"Érd, Bor utca",,114 M Ft,,177 m2,644 067 Ft / m2,,1981 és 2000 között,,jó állapotú,gázkazán,,,ingatlaniroda,14,"Eladó Családi Ház Érden, Érdliget Csendes Övezetében!

Eladásra kínálunk egy remek állapotban lévő, 2000-ben épült, önálló családi házat Érd Érdliget részén, csendes, családi házas környezetben. Az ingatlan 557 m²-es telken helyezkedik el, és nettó 177 m² hasznos alapterülettel rendelkezik.

A ház földszintjén található egy tágas és hangulatos átriumos nappali konyhával, valamint egy előszoba, egy hálószoba, egy wc és egy fürdőszoba. A nappali nagy teraszajtaja elektromos redőnnyel van felszerelve. A garázs egy autó beállására alkalmas, és szintén elektromos ajtóval rendelkezik.

Az emeleti szintre felérve a galériáról lenézhetünk a nappalira, itt kb. 6 méteres a belmagasság. Ezen a szinten található még egy nagy nappali konyhával, három hálószoba és egy fürdőszoba is. A fenti szint melegv...",https://ingatlan.com/34370142,557 m2,,,,,,,,,,,,,,,,,,,
126,"Érd, Érdliget",,"139,90 M Ft",,210 m2,666 190 Ft / m2,,2025,,,,,teremgarázs hely,ingatlaniroda,11,"Duplagarázsos, új építésű ikerházi ingatlanok eladók Érdliget városrészben.

Az ingatlan 30-as Porotherm téglából, 15 cm homlokzati hőszigeteléssel, 25 cm tetőszigeteléssel, Bramac antracit színű beton tetőcserép fedéssel, 3 rétegű hőszigetelt műanyag nyílászárók beépítésével épül. Az alap műszaki tartalmon kívül a vételár tartalmazza:
- a térkövezett járdát és kocsibeállót,
-a burkolt teraszokat,
-a nyílászárókra felszerelt elektromos redőnyöket, szúnyoghálót,
-riasztó beépítését,
-klímakiállást,
-kamerakiállást,
-garázsban elektromos gépkocsitöltő-kiállá,
-H tarifás villanyórát,
-elektromos kapukat is.
A ház fűtéséről és meleg víz-ellátásáról HŐSZIVATTYÚ gondoskodik, az egész házban padlófűtéssel.
Hidegburkolatok 8.000 Ft/m2-ig, melegburkolat 6.000 Ft/m2-ig választhatók

A lakások nettó ...",https://ingatlan.com/34352266,210 m2,,,,,,,,,,,,,,,,,,,
